Product ID,Model,Quantity,Image,Price,Link,Name_en,Description_en,Meta_title_en,Meta_description_en,Additional_Image,Product_Attributes,Brand,Product_Category,Product_Option
,SX5545-333,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_e0592cdc-93aa-4816-9d4f-aa2ed095b72e_540x.jpg?v=1656306397,US$58,https://www.kickscrew.com/products/nike-jordan-everyday-max-crew-3-sx5545-333,Air Jordan Everyday Max Crew Basketball Casual Sports Breathable Sports Socks Couple Style 3 Pairs Gray Green SX5545-333,,Air Jordan Everyday Max Crew Basketball Casual Sports Breathable Sport,Air Jordan Everyday Max Crew Basketball Casual Sports Breathable Sports Socks Couple Style 3 Pairs Gray Green SX5545-333,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_e0592cdc-93aa-4816-9d4f-aa2ed095b72e_540x.jpg?v=1656306397|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_ed51e839-812e-40c0-96cc-5491c9129093_540x.jpg?v=1656306397|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_d26ecc40-4783-4938-8e22-45210f03cf95_540x.jpg?v=1656306397|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_e0592cdc-93aa-4816-9d4f-aa2ed095b72e_540x.jpg?v=1656306397|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_ed51e839-812e-40c0-96cc-5491c9129093_540x.jpg?v=1656306397|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_d26ecc40-4783-4938-8e22-45210f03cf95_540x.jpg?v=1656306397,"PRODUCTION INFORMATION:MODEL NO:SX5545-333|PRODUCTION INFORMATION:RELEASE DATE:2022-02-14|PRODUCTION INFORMATION:SERIES:Air Jordan 3|PRODUCTION INFORMATION:STYLE:Sports, Youth|PRODUCTION INFORMATION:SEASON:Spring/Autumn/Winter|PRODUCTION INFORMATION:THICKNESS:Moderate Thickness|PRODUCTION INFORMATION:COLOR WAY:Grey/Green",Air Jordan,CAPS|CAPS>Stocking,select:Sizes:S:+US$60.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$58.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$60.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$60.0000.100:1:+0.00000000:1:
,SK0025-010,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_ddb38ad6-bd3a-4092-bf3a-e44da04cc4c2_540x.jpg?v=1656287732,US$64,https://www.kickscrew.com/products/air-jordan-legacy-crew-2-sk0025-010,Air Jordan Unisex Legacy Crew Socks 2 Packs Black SK0025-010,,Air Jordan Unisex Legacy Crew Socks 2 Packs Black SK0025-010,Air Jordan Unisex Legacy Crew Socks 2 Packs Black SK0025-010,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_ddb38ad6-bd3a-4092-bf3a-e44da04cc4c2_540x.jpg?v=1656287732|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_d3df66a0-dec8-40c2-af1a-bd12f2d00e01_540x.jpg?v=1656287732|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_ddb38ad6-bd3a-4092-bf3a-e44da04cc4c2_540x.jpg?v=1656287732|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_d3df66a0-dec8-40c2-af1a-bd12f2d00e01_540x.jpg?v=1656287732,PRODUCTION INFORMATION:MODEL NO:SK0025-010|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:SERIES:Air Jordan 2|PRODUCTION INFORMATION:SEASON:All Season|PRODUCTION INFORMATION:THICKNESS:Moderate Thickness|PRODUCTION INFORMATION:COLOR WAY:Black,Air Jordan,CAPS|CAPS>Stocking,select:Sizes:S:+US$64.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$64.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$74.0000.100:1:+0.00000000:1:
,CT0527-103,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_6e2a9184-964a-48a1-9cb0-da1b2d8cfd84_540x.jpg?v=1656234420,US$63,https://www.kickscrew.com/products/nike-jordan-flight-team-ct0527-103,Air Jordan Flight (Team) Basketball Sports Male Combination White CT0527-103,Mens Jordan Flight (Team) Flying Man Basketball Sport Socks Combined Pack White CT0527-103,Air Jordan Flight (Team) Basketball Sports Male Combination White CT05,Mens Jordan Flight (Team) Flying Man Basketball Sport Socks Combined Pack White CT0527-103,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_6e2a9184-964a-48a1-9cb0-da1b2d8cfd84_540x.jpg?v=1656234420|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_836629e3-ee63-4368-bfa2-adddd576be30_540x.jpg?v=1656234420|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_6e2a9184-964a-48a1-9cb0-da1b2d8cfd84_540x.jpg?v=1656234420|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_836629e3-ee63-4368-bfa2-adddd576be30_540x.jpg?v=1656234420,PRODUCTION INFORMATION:MODEL NO:CT0527-103|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:SEASON:All Season|PRODUCTION INFORMATION:COLOR WAY:White,Air Jordan,CAPS|CAPS>Stocking,select:Sizes:M:+US$63.0000.100:1:+0.00000000:1:
,SX5544-017,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_3c9fa5e2-6604-451f-8636-25dde0fbfa50_540x.jpg?v=1656278804,US$57,https://www.kickscrew.com/products/nike-jordan-logo-3-sx5544-017,Air Jordan EVERYDAY MAX Three Pairs White/Black/Grey SX5544-017,,Air Jordan EVERYDAY MAX Three Pairs White/Black/Grey SX5544-017,Air Jordan EVERYDAY MAX Three Pairs White/Black/Grey SX5544-017,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_3c9fa5e2-6604-451f-8636-25dde0fbfa50_540x.jpg?v=1656278804|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_01633732-7747-415e-9b80-4600afc8483c_540x.jpg?v=1656278804|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_3c9fa5e2-6604-451f-8636-25dde0fbfa50_540x.jpg?v=1656278804|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_01633732-7747-415e-9b80-4600afc8483c_540x.jpg?v=1656278804,PRODUCTION INFORMATION:MODEL NO:SX5544-017|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:SEASON:All Season|PRODUCTION INFORMATION:THICKNESS:Moderate Thickness|PRODUCTION INFORMATION:COLOR WAY:Black/White/Gray,Air Jordan,CAPS|CAPS>Stocking,select:Sizes:S:+US$57.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$57.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$58.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$57.0000.100:1:+0.00000000:1:
,SX5545-911,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_c2edcbf5-be63-4338-a7cf-08087e29da56_540x.jpg?v=1656278149,US$67,https://www.kickscrew.com/products/nike-jordan-everyday-max-crew-3-sx5545-911,Air Jordan Unisex Everyday Sports Socks 3 Packs Red/Orange/Blue SX5545-911,Air Jordan Unisex Everyday Sports Socks 3 Packs Red/Orange/Blue SX5545-911,Air Jordan Unisex Everyday Sports Socks 3 Packs Red/Orange/Blue SX5545,Air Jordan Unisex Everyday Sports Socks 3 Packs Red/Orange/Blue SX5545-911,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_c2edcbf5-be63-4338-a7cf-08087e29da56_540x.jpg?v=1656278149|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_d6d73f15-562c-4a65-a94d-4204a5ee40e5_540x.jpg?v=1656278149|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_c2edcbf5-be63-4338-a7cf-08087e29da56_540x.jpg?v=1656278149|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_d6d73f15-562c-4a65-a94d-4204a5ee40e5_540x.jpg?v=1656278149,PRODUCTION INFORMATION:MODEL NO:SX5545-911|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:SERIES:Air Jordan 3|PRODUCTION INFORMATION:SEASON:All Season|PRODUCTION INFORMATION:THICKNESS:Moderate Thickness|PRODUCTION INFORMATION:COLOR WAY:Red/Orange/Blue,Air Jordan,CAPS|CAPS>Stocking,select:Sizes:S:+US$74.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$67.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$77.0000.100:1:+0.00000000:1:
,SX5544-100,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_ff560f74-4ff6-4eac-8426-ed1189cb6274_540x.jpg?v=1656295143,US$60,https://www.kickscrew.com/products/nike-jordan-logo-sx5544-100,Air Jordan Flying Man Logo Mid Tops Breathable Basketball Training Socks Couple Style White SX5544-100,Air Jordan Flying Man Logo Mid Tops Breathable Basketball Training Socks Couple Style White SX5544-100,Air Jordan Flying Man Logo Mid Tops Breathable Basketball Training Soc,Air Jordan Flying Man Logo Mid Tops Breathable Basketball Training Socks Couple Style White SX5544-100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_ff560f74-4ff6-4eac-8426-ed1189cb6274_540x.jpg?v=1656295143|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_4dc546f1-494d-4dd1-a610-44535684e7ee_540x.jpg?v=1656295143|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_ff560f74-4ff6-4eac-8426-ed1189cb6274_540x.jpg?v=1656295143|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_4dc546f1-494d-4dd1-a610-44535684e7ee_540x.jpg?v=1656295143,PRODUCTION INFORMATION:MODEL NO:SX5544-100|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:SERIES:Basketball|PRODUCTION INFORMATION:SEASON:All Season|PRODUCTION INFORMATION:THICKNESS:Moderate Thickness|PRODUCTION INFORMATION:COLOR WAY:White,Air Jordan,CAPS|CAPS>Stocking,select:Sizes:S:+US$60.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$62.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$62.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$62.0000.100:1:+0.00000000:1:
,CU2956-010,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_a977b9c4-7002-4e71-be29-90c83cecbb66_540x.jpg?v=1656283750,US$57,https://www.kickscrew.com/products/nike-jordan-legacy-crew-jpmn-clssic-sp-1-cu2956-010,Air Jordan Legacy Crew Jpmn Clssic Sp Sports Training Basketball GS 1 double Pack Black CU2956-010,,Air Jordan Legacy Crew Jpmn Clssic Sp Sports Training Basketball GS 1 ,Air Jordan Legacy Crew Jpmn Clssic Sp Sports Training Basketball GS 1 double Pack Black CU2956-010,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_a977b9c4-7002-4e71-be29-90c83cecbb66_540x.jpg?v=1656283750|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_b1da4b77-e1a4-4c2b-9fa5-0db380a5443f_540x.jpg?v=1656283750|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_a977b9c4-7002-4e71-be29-90c83cecbb66_540x.jpg?v=1656283750|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_b1da4b77-e1a4-4c2b-9fa5-0db380a5443f_540x.jpg?v=1656283750,PRODUCTION INFORMATION:MODEL NO:CU2956-010|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:SERIES:Air Jordan 1|PRODUCTION INFORMATION:SEASON:All Season|PRODUCTION INFORMATION:THICKNESS:Moderate Thickness|PRODUCTION INFORMATION:COLOR WAY:Black,Air Jordan,CAPS|CAPS>Stocking,select:Sizes:S:+US$57.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$59.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$64.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$74.0000.100:1:+0.00000000:1:
,SX5545-019,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_3885a1a1-33a2-49ba-976e-eb85b0844b9b_540x.jpg?v=1675895697,US$66,https://www.kickscrew.com/products/nike-jordan-everyday-max-crew-sx5545-019,Air Jordan Everyday Max Crew Sports Socks Couple Style Black White Gray SX5545-019,Air Jordan Everyday Max Crew Sports Socks Couple Style SX5545-019,Air Jordan Everyday Max Crew Sports Socks Couple Style Black White Gr,Air Jordan Everyday Max Crew Sports Socks Couple Style SX5545-019,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_3885a1a1-33a2-49ba-976e-eb85b0844b9b_540x.jpg?v=1675895697|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_809069d3-11b0-4cab-b352-cdefecc4cb8b_540x.jpg?v=1675895697|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_3885a1a1-33a2-49ba-976e-eb85b0844b9b_540x.jpg?v=1675895697|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_809069d3-11b0-4cab-b352-cdefecc4cb8b_540x.jpg?v=1675895697,PRODUCTION INFORMATION:MODEL NO:SX5545-019|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:STYLE:Sports|PRODUCTION INFORMATION:SEASON:All Season|PRODUCTION INFORMATION:THICKNESS:Moderate Thickness|PRODUCTION INFORMATION:COLOR WAY:Black/White/Gray,Air Jordan,CAPS|CAPS>Stocking,select:Sizes:M:+US$66.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$88.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$110.0000.100:1:+0.00000000:1:
,SX5855-011,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_64bd91a3-c5df-4ed2-aacc-0a341501fd67_540x.jpg?v=1656292287,US$57,https://www.kickscrew.com/products/nike-jordan-ultimate-flight-2-0-logo-sx5855-011,Air Jordan Ultimate Flight 2.0 Flying Man Logo Basketball Training Mid Tops Socks Black SX5855-011,,Air Jordan Ultimate Flight 2.0 Flying Man Logo Basketball Training Mid,Mens Jordan Ultimate Flight 2.0 Flying Man Logo Basketball Training Mid Calf Socks Combined Pack Black SX5855-011,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_64bd91a3-c5df-4ed2-aacc-0a341501fd67_540x.jpg?v=1656292287|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_5cb9991f-6426-4aea-a22e-9b05ec86c3a0_540x.jpg?v=1656292287|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_649112dc-c83a-4142-84bc-56442eb7f31e_540x.jpg?v=1656292287|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_b778cd61-1b94-448a-b83a-278537ac72d4_540x.jpg?v=1656292287|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_64bd91a3-c5df-4ed2-aacc-0a341501fd67_540x.jpg?v=1656292287|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_5cb9991f-6426-4aea-a22e-9b05ec86c3a0_540x.jpg?v=1656292287|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_649112dc-c83a-4142-84bc-56442eb7f31e_540x.jpg?v=1656292287|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_b778cd61-1b94-448a-b83a-278537ac72d4_540x.jpg?v=1656292287,PRODUCTION INFORMATION:MODEL NO:SX5855-011|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:SERIES:Basketball|PRODUCTION INFORMATION:SEASON:All Season|PRODUCTION INFORMATION:THICKNESS:Moderate Thickness|PRODUCTION INFORMATION:COLOR WAY:Black,Air Jordan,CAPS|CAPS>Stocking,select:Sizes:S:+US$66.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$59.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$64.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$57.0000.100:1:+0.00000000:1:
,CU7907-904,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_d1d18221-65b7-4c30-83db-13d9885f1e91_540x.jpg?v=1656572124,US$66,https://www.kickscrew.com/products/nike-jordan-legacy-crew-jmc-2-cu7907-904,Air Jordan Legacy Crew Jmc Alphabet Athleisure Casual Sports Mid Calf Socks 2 Pairs Black / Gray CU7907-904,,Air Jordan Legacy Crew Jmc Alphabet Athleisure Casual Sports Mid Calf ,Jordan Legacy Crew Jmc Alphabet Athleisure Casual Sports Mid Calf Socks 2 Pairs Black / Gray CU7907-904,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_d1d18221-65b7-4c30-83db-13d9885f1e91_540x.jpg?v=1656572124|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_a58b222a-fb11-493d-bbad-f151b4342e6b_540x.jpg?v=1656572124|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_3ccff08a-969b-4b1e-9b0c-9bcd683a4288_540x.jpg?v=1656572124|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_186ca516-7dbd-43cb-8711-d8fdaef0952c_540x.jpg?v=1656572124|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_d1d18221-65b7-4c30-83db-13d9885f1e91_540x.jpg?v=1656572124|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_a58b222a-fb11-493d-bbad-f151b4342e6b_540x.jpg?v=1656572124|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_3ccff08a-969b-4b1e-9b0c-9bcd683a4288_540x.jpg?v=1656572124|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_186ca516-7dbd-43cb-8711-d8fdaef0952c_540x.jpg?v=1656572124,"PRODUCTION INFORMATION:MODEL NO:CU7907-904|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:SERIES:Air Jordan 2|PRODUCTION INFORMATION:STYLE:Sports, Youth|PRODUCTION INFORMATION:SEASON:All Season|PRODUCTION INFORMATION:THICKNESS:Moderate Thickness|PRODUCTION INFORMATION:COLOR WAY:Black/Gray",Air Jordan,CAPS|CAPS>Stocking,select:Sizes:S:+US$70.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$72.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$66.0000.100:1:+0.00000000:1:
,SK0024-352,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_083bfc85-e76c-4ea2-a955-baed465c98c5_540x.jpg?v=1656467470,US$57,https://www.kickscrew.com/products/nike-jordan-1-sk0024-352,Air Jordan Unisex Sports Socks 1 Packs Green SK0024-352,Air Jordan Unisex Sports Socks 1 Packs Green SK0024-352,Air Jordan Unisex Sports Socks 1 Packs Green SK0024-352,Air Jordan Unisex Sports Socks 1 Packs Green SK0024-352,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_083bfc85-e76c-4ea2-a955-baed465c98c5_540x.jpg?v=1656467470|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_22135e77-3a67-4235-a19e-efdc6a6dc4f1_540x.jpg?v=1656467470|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_083bfc85-e76c-4ea2-a955-baed465c98c5_540x.jpg?v=1656467470|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_22135e77-3a67-4235-a19e-efdc6a6dc4f1_540x.jpg?v=1656467470,PRODUCTION INFORMATION:MODEL NO:SK0024-352|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:SERIES:Air Jordan 1|PRODUCTION INFORMATION:SEASON:Spring/Summer/Autumn|PRODUCTION INFORMATION:THICKNESS:Moderate Thickness|PRODUCTION INFORMATION:COLOR WAY:Green,Air Jordan,CAPS|CAPS>Stocking,select:Sizes:S:+US$72.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$57.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$64.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$57.0000.100:1:+0.00000000:1:
,CU7907-903,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_d3fe578c-1690-4c18-809a-14e55e0b065b_540x.jpg?v=1656301716,US$63,https://www.kickscrew.com/products/air-jordan-logo-2-cu7907-903,Air Jordan Unisex Logo Socks 2 Packs Black/Grey CU7907-903,,Air Jordan Unisex Logo Socks 2 Packs Black/Grey CU7907-903,Air Jordan Unisex Logo Socks 2 Packs Black/Grey CU7907-903,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_d3fe578c-1690-4c18-809a-14e55e0b065b_540x.jpg?v=1656301716|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_3aa68ef6-4595-4a24-9001-1fd9bce9e770_540x.jpg?v=1656301716|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_d3fe578c-1690-4c18-809a-14e55e0b065b_540x.jpg?v=1656301716|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_3aa68ef6-4595-4a24-9001-1fd9bce9e770_540x.jpg?v=1656301716,PRODUCTION INFORMATION:MODEL NO:CU7907-903|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:SERIES:Air Jordan 2|PRODUCTION INFORMATION:SEASON:All Season|PRODUCTION INFORMATION:THICKNESS:Moderate Thickness|PRODUCTION INFORMATION:COLOR WAY:Colorblock,Air Jordan,CAPS|CAPS>Stocking,select:Sizes:S:+US$64.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$63.0000.100:1:+0.00000000:1:
,SX5545-100,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_5ceed457-542c-4d86-a75e-475268ec792e_540x.jpg?v=1656450096,US$63,https://www.kickscrew.com/products/nike-apparel-socks-men-air-jordan-jumpman-crew-socks-sx5545-100,Nike Apparel Socks Men Air Jordan Jumpman Crew Socks White SX5545-100,,Nike Apparel Socks Men Air Jordan Jumpman Crew Socks White SX5545-100,Nike Apparel Socks Men Air Jordan Jumpman Crew Socks SX5545-100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_5ceed457-542c-4d86-a75e-475268ec792e_540x.jpg?v=1656450096|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_67336516-aacc-4265-a09d-ec4d041850f2_540x.jpg?v=1656450096|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_b2627a84-ad41-4a39-8f71-29406db9b38a_540x.jpg?v=1656450097|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_df63e496-e759-4948-98f9-c6a58996fe5a_540x.jpg?v=1656450097|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_5ceed457-542c-4d86-a75e-475268ec792e_540x.jpg?v=1656450096|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_67336516-aacc-4265-a09d-ec4d041850f2_540x.jpg?v=1656450096|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_b2627a84-ad41-4a39-8f71-29406db9b38a_540x.jpg?v=1656450097|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_df63e496-e759-4948-98f9-c6a58996fe5a_540x.jpg?v=1656450097,PRODUCTION INFORMATION:MODEL NO:SX5545-100|PRODUCTION INFORMATION:RELEASE DATE:2018-03-05|PRODUCTION INFORMATION:STYLE:Other|PRODUCTION INFORMATION:SEASON:Spring/Autumn/Winter|PRODUCTION INFORMATION:THICKNESS:Moderate Thickness|PRODUCTION INFORMATION:COLOR WAY:White,Air Jordan,CAPS|CAPS>Stocking,select:Sizes:S:+US$64.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$71.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$73.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$63.0000.100:1:+0.00000000:1:
,SX5544-010,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_4bf0cbbd-7d5b-49b2-829d-fa9839929a1b_540x.jpg?v=1656399629,US$56,https://www.kickscrew.com/products/nike-apparel-socks-men-air-jordan-jumpman-qtr-socks-3-sx5544-010,Nike Apparel Socks Men Air Jordan Jumpman Qtr Socks 3 Black SX5544-010,,Nike Apparel Socks Men Air Jordan Jumpman Qtr Socks 3 Black SX5544-010,Nike Apparel Socks Men Air Jordan Jumpman Qtr Socks 3 SX5544-010,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_4bf0cbbd-7d5b-49b2-829d-fa9839929a1b_540x.jpg?v=1656399629|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_ab02c2ce-bdc5-4972-b6cd-e2aa75ac06f4_540x.jpg?v=1656399629|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_4bf0cbbd-7d5b-49b2-829d-fa9839929a1b_540x.jpg?v=1656399629|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_ab02c2ce-bdc5-4972-b6cd-e2aa75ac06f4_540x.jpg?v=1656399629,PRODUCTION INFORMATION:MODEL NO:SX5544-010|PRODUCTION INFORMATION:RELEASE DATE:2018-02-23|PRODUCTION INFORMATION:SERIES:Air Jordan 3|PRODUCTION INFORMATION:SEASON:All Season|PRODUCTION INFORMATION:THICKNESS:Moderate Thickness|PRODUCTION INFORMATION:COLOR WAY:Black,Air Jordan,CAPS|CAPS>Stocking,select:Sizes:S:+US$68.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$73.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$82.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$56.0000.100:1:+0.00000000:1:
